question1_id,question2_id,snippet,question1,question2,relatedness_mean,relatedness_count,relatedness_list,relatedness_std
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.147.9,1565800206.0862df22ab9f349e12cdff2e646fae89.147.9,"It's what's called a spirit line, a deliberate flaw in the pattern to give the weaver or maker a way out, but also a reason to continue making work. Masters are not experts because they take a subject to its conceptual end.",Why are masters experts?,When are people experts?,1.7142857142857142,7,"[3.0, 2.0, 0.0, 2.0, 2.0, 1.0, 2.0]",0.9511897312113418
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.25.0,1565644154.fcc2bb78378e99b452bd11c236f51d45.25.0,"If we can feather the edges, soften those edges so we can control diffraction, well then we can see a planet, and in the last 10 years or so we've come up with optimal solutions for doing that. It looks something like that. We call that our flower petal starshade.",Why do you call it a flower pedal sharshade?,What are you trying to see by controlling diffraction?,0.3333333333333333,6,"[0.0, 0.0, 0.0, 1.0, 1.0, 0.0]",0.5163977794943222
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.25.0,1565647882.e24e9c2d9be24643e97fc61a57775ee7.25.0,"If we can feather the edges, soften those edges so we can control diffraction, well then we can see a planet, and in the last 10 years or so we've come up with optimal solutions for doing that. It looks something like that. We call that our flower petal starshade.",Why do you call it a flower pedal sharshade?,why does softening the edges work?,0.7142857142857143,7,"[0.0, 0.0, 1.0, 2.0, 2.0, 0.0, 0.0]",0.9511897312113418
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.25.0,1565670861.b3a353e34ff65fab345d6b11394d96b4.25.0,"If we can feather the edges, soften those edges so we can control diffraction, well then we can see a planet, and in the last 10 years or so we've come up with optimal solutions for doing that. It looks something like that. We call that our flower petal starshade.",Why do you call it a flower pedal sharshade?,What optimal solutions are there,0.16666666666666666,6,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",0.408248290463863
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.25.0,1565800206.0862df22ab9f349e12cdff2e646fae89.25.0,"If we can feather the edges, soften those edges so we can control diffraction, well then we can see a planet, and in the last 10 years or so we've come up with optimal solutions for doing that. It looks something like that. We call that our flower petal starshade.",Why do you call it a flower pedal sharshade?,"What do they mean by ""we can see a planet""?",0.8571428571428571,7,"[1.0, 0.0, 0.0, 0.0, 2.0, 0.0, 3.0]",1.2149857925879117
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.25.12,1565644154.fcc2bb78378e99b452bd11c236f51d45.25.12,"This sounds formidable, but brilliant engineers, colleagues of mine at JPL, came up with a fabulous design for how to do that and it looks like this. It starts wrapped around a hub.",Why does it start wrapped around a hub?,Where does it go after the hub?,1.2857142857142858,7,"[2.0, 2.0, 1.0, 2.0, 0.0, 0.0, 2.0]",0.9511897312113419
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.25.12,1565647882.e24e9c2d9be24643e97fc61a57775ee7.25.12,"This sounds formidable, but brilliant engineers, colleagues of mine at JPL, came up with a fabulous design for how to do that and it looks like this. It starts wrapped around a hub.",Why does it start wrapped around a hub?,what happens after the hub?,1.2857142857142858,7,"[2.0, 1.0, 1.0, 0.0, 1.0, 2.0, 2.0]",0.7559289460184544
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.25.12,1565670861.b3a353e34ff65fab345d6b11394d96b4.25.12,"This sounds formidable, but brilliant engineers, colleagues of mine at JPL, came up with a fabulous design for how to do that and it looks like this. It starts wrapped around a hub.",Why does it start wrapped around a hub?,what is JPL?,0.16666666666666666,6,"[1.0, 0.0, 0.0, nan, 0.0, 0.0, 0.0]",0.408248290463863
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.25.12,1565800206.0862df22ab9f349e12cdff2e646fae89.25.12,"This sounds formidable, but brilliant engineers, colleagues of mine at JPL, came up with a fabulous design for how to do that and it looks like this. It starts wrapped around a hub.",Why does it start wrapped around a hub?,What hub?,1.4285714285714286,7,"[1.0, 2.0, 1.0, 1.0, 2.0, 2.0, 1.0]",0.5345224838248488
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.25.15,1565644154.fcc2bb78378e99b452bd11c236f51d45.25.15,"It starts wrapped around a hub. It separates from the telescope. The petals unfurl, they open up, the telescope turns around.",Why do the petals unfurl?,Where does the telescope turn?,0.4,5,"[nan, 0.0, 0.0, 1.0, 0.0, nan, 1.0]",0.5477225575051662
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.25.15,1565647882.e24e9c2d9be24643e97fc61a57775ee7.25.15,"It starts wrapped around a hub. It separates from the telescope. The petals unfurl, they open up, the telescope turns around.",Why do the petals unfurl?,why does the telescope turn around?,0.625,8,"[2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0]",0.9161253813129043
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.25.15,1565670861.b3a353e34ff65fab345d6b11394d96b4.25.15,"It starts wrapped around a hub. It separates from the telescope. The petals unfurl, they open up, the telescope turns around.",Why do the petals unfurl?,What separates from the telescope,1.0,7,"[nan, 2.0, 0.0, 1.0, 1.0, 1.0, 0.0, 2.0]",0.816496580927726
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.25.15,1565800206.0862df22ab9f349e12cdff2e646fae89.25.15,"It starts wrapped around a hub. It separates from the telescope. The petals unfurl, they open up, the telescope turns around.",Why do the petals unfurl?,What petals?,1.6,5,"[nan, 1.0, 2.0, 2.0, 1.0, 2.0]",0.5477225575051661
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.25.18,1565644154.fcc2bb78378e99b452bd11c236f51d45.25.18,"Then you'll see it flip and fly out that 50,000 kilometers away from the telescope. It's going to move in front of the star just like that, creates a wonderful shadow.",Why does it flip?,What do you do with the shadow?,0.5,6,"[1.0, 0.0, 1.0, 1.0, 0.0, 0.0]",0.5477225575051662
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.25.18,1565647882.e24e9c2d9be24643e97fc61a57775ee7.25.18,"Then you'll see it flip and fly out that 50,000 kilometers away from the telescope. It's going to move in front of the star just like that, creates a wonderful shadow.",Why does it flip?,how does it know where to go?,1.3333333333333333,6,"[2.0, 1.0, 2.0, nan, 2.0, 1.0, 0.0]",0.816496580927726
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.25.18,1565670861.b3a353e34ff65fab345d6b11394d96b4.25.18,"Then you'll see it flip and fly out that 50,000 kilometers away from the telescope. It's going to move in front of the star just like that, creates a wonderful shadow.",Why does it flip?,How long does this take?,0.6666666666666666,6,"[1.0, 1.0, 0.0, 1.0, 0.0, 1.0]",0.5163977794943222
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.25.18,1565800206.0862df22ab9f349e12cdff2e646fae89.25.18,"Then you'll see it flip and fly out that 50,000 kilometers away from the telescope. It's going to move in front of the star just like that, creates a wonderful shadow.",Why does it flip?,What creates the shadow?,0.8571428571428571,7,"[2.0, 0.0, 2.0, 0.0, 1.0, 1.0, 0.0]",0.8997354108424375
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.25.3,1565644154.fcc2bb78378e99b452bd11c236f51d45.25.3,"If we make the edges of those petals exactly right, if we control their shape, we can control diffraction, and now we have a great shadow.",How do you make the edges of the petal exactly right?,What purpose does the shadow serve?,0.8333333333333334,6,"[1.0, 0.0, 1.0, 0.0, 0.0, 3.0]",1.1690451944500122
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.25.3,1565647882.e24e9c2d9be24643e97fc61a57775ee7.25.3,"If we make the edges of those petals exactly right, if we control their shape, we can control diffraction, and now we have a great shadow.",How do you make the edges of the petal exactly right?,what does the shadow look like?,0.5714285714285714,7,"[1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0]",0.5345224838248488
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.25.3,1565670861.b3a353e34ff65fab345d6b11394d96b4.25.3,"If we make the edges of those petals exactly right, if we control their shape, we can control diffraction, and now we have a great shadow.",How do you make the edges of the petal exactly right?,What is the shadow for?,0.3333333333333333,6,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0]",0.5163977794943222
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.25.3,1565800206.0862df22ab9f349e12cdff2e646fae89.25.3,"If we make the edges of those petals exactly right, if we control their shape, we can control diffraction, and now we have a great shadow.",How do you make the edges of the petal exactly right?,Are they doing artwork with a flower?,0.8571428571428571,7,"[1.0, 0.0, 3.0, 1.0, 0.0, 1.0, 0.0]",1.0690449676496974
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.25.6,1565644154.fcc2bb78378e99b452bd11c236f51d45.25.6,"It's about 10 billion times dimmer than it was before, and we can see the planets beam out just like that. That, of course, has to be bigger than my thumb.",Why does it have to be bigger than a thumb?,What size are the planets normally?,1.7142857142857142,7,"[2.0, 1.0, 2.0, 2.0, 0.0, 2.0, 3.0]",0.9511897312113419
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.25.6,1565647882.e24e9c2d9be24643e97fc61a57775ee7.25.6,"It's about 10 billion times dimmer than it was before, and we can see the planets beam out just like that. That, of course, has to be bigger than my thumb.",Why does it have to be bigger than a thumb?,why is the planet more visible?,1.2857142857142858,7,"[1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 1.0]",0.4879500364742666
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.25.6,1565670861.b3a353e34ff65fab345d6b11394d96b4.25.6,"It's about 10 billion times dimmer than it was before, and we can see the planets beam out just like that. That, of course, has to be bigger than my thumb.",Why does it have to be bigger than a thumb?,why does it have to be bigger than a thumb?,2.857142857142857,7,"[3.0, 3.0, 3.0, 3.0, 2.0, 3.0, 3.0]",0.37796447300922725
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.25.6,1565800206.0862df22ab9f349e12cdff2e646fae89.25.6,"It's about 10 billion times dimmer than it was before, and we can see the planets beam out just like that. That, of course, has to be bigger than my thumb.",Why does it have to be bigger than a thumb?,Are they talking about planets or flowers?,1.0,9,"[2.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 3.0, 2.0]",1.118033988749895
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.25.9,1565644154.fcc2bb78378e99b452bd11c236f51d45.25.9,"That starshade is about the size of half a football field and it has to fly 50,000 kilometers away from the telescope that has to be held right in its shadow, and then we can see those planets.",Why is it the size of half a football field?,What is the size of the starshade?,1.5,6,"[2.0, 3.0, 1.0, 2.0, 0.0, 1.0]",1.0488088481701516
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.25.9,1565647882.e24e9c2d9be24643e97fc61a57775ee7.25.9,"That starshade is about the size of half a football field and it has to fly 50,000 kilometers away from the telescope that has to be held right in its shadow, and then we can see those planets.",Why is it the size of half a football field?,Why does it have to be so far away?,0.7142857142857143,7,"[1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0]",0.4879500364742666
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.25.9,1565670861.b3a353e34ff65fab345d6b11394d96b4.25.9,"That starshade is about the size of half a football field and it has to fly 50,000 kilometers away from the telescope that has to be held right in its shadow, and then we can see those planets.",Why is it the size of half a football field?,How expensive is the telescope?,0.3333333333333333,6,"[0.0, 0.0, 0.0, 0.0, 2.0, 0.0]",0.816496580927726
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.25.9,1565800206.0862df22ab9f349e12cdff2e646fae89.25.9,"That starshade is about the size of half a football field and it has to fly 50,000 kilometers away from the telescope that has to be held right in its shadow, and then we can see those planets.",Why is it the size of half a football field?,What planets?,0.16666666666666666,6,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0.408248290463863
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.50.0,1565644154.fcc2bb78378e99b452bd11c236f51d45.50.0,"And governance relates to the oversight of companies by their boards and investors. See, I told you this is the really juicy stuff.",Why does governance relate to oversight?,What is the relevance of all these categories?,1.2857142857142858,7,"[1.0, 0.0, 2.0, 2.0, 2.0, 2.0, 0.0]",0.9511897312113419
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.50.0,1565647882.e24e9c2d9be24643e97fc61a57775ee7.50.0,"And governance relates to the oversight of companies by their boards and investors. See, I told you this is the really juicy stuff.",Why does governance relate to oversight?,What is the purpose of this?,1.375,8,"[0.0, 1.0, 2.0, 2.0, 0.0, 3.0, 3.0, 0.0]",1.3024701806293193
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.50.0,1565670861.b3a353e34ff65fab345d6b11394d96b4.50.0,"And governance relates to the oversight of companies by their boards and investors. See, I told you this is the really juicy stuff.",Why does governance relate to oversight?,What is the overall meaning?,1.6666666666666667,9,"[2.0, 3.0, 1.0, 1.0, 2.0, 0.0, 2.0, 3.0, 1.0]",1.0
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.50.0,1565800206.0862df22ab9f349e12cdff2e646fae89.50.0,"And governance relates to the oversight of companies by their boards and investors. See, I told you this is the really juicy stuff.",Why does governance relate to oversight?,How is human capital defined?,0.3333333333333333,9,"[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",0.5
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.50.12,1565644154.fcc2bb78378e99b452bd11c236f51d45.50.12,"But 93 percent see ESG as the future, or as important to the future of their business. So the views of CEOs are clear.",Why is ESG the future but not the present?,How do CEOs view ESGs?,0.42857142857142855,7,"[0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0]",0.5345224838248488
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.50.12,1565647882.e24e9c2d9be24643e97fc61a57775ee7.50.12,"But 93 percent see ESG as the future, or as important to the future of their business. So the views of CEOs are clear.",Why is ESG the future but not the present?,What makes the other 7% hesitant?,0.3333333333333333,6,"[0.0, 0.0, 1.0, 1.0, 0.0, 0.0]",0.5163977794943222
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.50.12,1565670861.b3a353e34ff65fab345d6b11394d96b4.50.12,"But 93 percent see ESG as the future, or as important to the future of their business. So the views of CEOs are clear.",Why is ESG the future but not the present?,Why is ESG the future?,2.7142857142857144,7,"[3.0, 2.0, 3.0, 2.0, 3.0, 3.0, 3.0]",0.48795003647426655
