id,excerpt_number,chunk_number,worker,type,content,wh_type,answered,highlight,prior_question,best_answer,coherence,naturalness,comment,relatedness,source,chunk_start,chunk_end,highlight_start,highlight_end
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.147.0,3,0,Walton,question,What would be a near win?,what,1.0,a near win,,1565644082.4baa50cce0cddb3d28b34898a42fd3bd.147.1,,,,1.0773809523809523,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,7733.0,8014.0,7902.0,7912.0
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.147.1,3,1,Walton,non-answer,,,1.0,,['1565644082.4baa50cce0cddb3d28b34898a42fd3bd.147.0'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,8014.0,8255.0,,
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.147.3,3,1,Walton,question,What type of imperfections?,what,5.0,put an imperfection,,1565644082.4baa50cce0cddb3d28b34898a42fd3bd.147.4,,,,1.8660714285714284,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,8014.0,8255.0,8209.0,8228.0
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.147.4,3,2,Walton,answer,A deliberate flaw.,,5.0,a deliberate flaw,['1565644082.4baa50cce0cddb3d28b34898a42fd3bd.147.3'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,8255.0,8404.0,8289.0,8306.0
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.147.5,3,2,Walton,non-answer,,,1.0,,['1565644082.4baa50cce0cddb3d28b34898a42fd3bd.147.0'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,8255.0,8404.0,,
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.147.6,3,2,Walton,question,What does it mean for the worker to have a way out?,what,3.0,maker a way out,,1565644082.4baa50cce0cddb3d28b34898a42fd3bd.147.11,,,,1.363095238095238,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,8255.0,8404.0,8344.0,8359.0
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.147.7,3,3,Walton,non-answer,,,1.0,,['1565644082.4baa50cce0cddb3d28b34898a42fd3bd.147.6'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,8404.0,8479.0,,
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.147.9,3,3,Walton,question,Why are masters experts?,why,5.0,Masters are not experts,,1565644082.4baa50cce0cddb3d28b34898a42fd3bd.147.10,,,,1.6071428571428572,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,8404.0,8479.0,8404.0,8427.0
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.147.10,3,4,Walton,answer,They realize there isn't a conceptual end.,,5.0,realize that there isn't one,['1565644082.4baa50cce0cddb3d28b34898a42fd3bd.147.9'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,8479.0,8538.0,8508.0,8536.0
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.147.11,3,4,Walton,answer,To keep working.,,3.0,They're masters because they,['1565644082.4baa50cce0cddb3d28b34898a42fd3bd.147.6'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,8479.0,8538.0,8479.0,8507.0
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.147.12,3,4,Walton,question,Why isn't their a conceptual end?,why,1.0,masters because they,,1565644082.4baa50cce0cddb3d28b34898a42fd3bd.147.13,,,,1.3333333333333333,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,8479.0,8538.0,8487.0,8507.0
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.147.13,3,5,Walton,non-answer,,,1.0,,['1565644082.4baa50cce0cddb3d28b34898a42fd3bd.147.12'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,8538.0,8749.0,,
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.147.15,3,5,Walton,question,Why did his coach tell him that?,why,3.0,the archery coach told me,,1565644082.4baa50cce0cddb3d28b34898a42fd3bd.147.20,,,,1.2023809523809523,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,8538.0,8749.0,8590.0,8615.0
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.147.16,3,6,Walton,non-answer,,,1.0,,['1565644082.4baa50cce0cddb3d28b34898a42fd3bd.147.15'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,8749.0,9040.0,,
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.147.17,3,6,Walton,non-answer,,,1.0,,['1565644082.4baa50cce0cddb3d28b34898a42fd3bd.147.12'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,8749.0,9040.0,,
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.147.18,3,6,Walton,question,Why are there enough visualization techniques.,why,3.0,enough visualization techniques,,1565644082.4baa50cce0cddb3d28b34898a42fd3bd.147.19,,,,0.3630952380952381,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,8749.0,9040.0,8770.0,8801.0
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.147.19,3,7,Walton,answer,Unfinished paths require more.,,3.0,unfinished path that always required,['1565644082.4baa50cce0cddb3d28b34898a42fd3bd.147.18'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,9040.0,9158.0,9040.0,9076.0
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.147.20,3,7,Walton,answer,Because they are not sufficient.,,3.0,more.,['1565644082.4baa50cce0cddb3d28b34898a42fd3bd.147.15'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,9040.0,9158.0,9077.0,9082.0
1565644082.4baa50cce0cddb3d28b34898a42fd3bd.147.21,3,0,Walton,evaluation,,,,,,,4.0,3.0,It seems a bit theoretical.,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,7733.0,9040.0,,
1565644154.fcc2bb78378e99b452bd11c236f51d45.25.0,1,0,Terrence,question,What are you trying to see by controlling diffraction?,what,5.0,we can see a planet,,1565644154.fcc2bb78378e99b452bd11c236f51d45.25.5,,,,0.6309523809523809,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,3974.0,4239.0,4063.0,4082.0
1565644154.fcc2bb78378e99b452bd11c236f51d45.25.1,1,1,Terrence,non-answer,,,1.0,,['1565644154.fcc2bb78378e99b452bd11c236f51d45.25.0'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,4239.0,4378.0,,
1565644154.fcc2bb78378e99b452bd11c236f51d45.25.3,1,1,Terrence,question,What purpose does the shadow serve?,what,4.0,now we have a great shadow,,1565644154.fcc2bb78378e99b452bd11c236f51d45.25.4,,,,1.3333333333333333,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,4239.0,4378.0,4350.0,4376.0
1565644154.fcc2bb78378e99b452bd11c236f51d45.25.4,1,2,Terrence,answer,Dimmer shadow means planets stand out,,4.0,we can see the planets beam out,['1565644154.fcc2bb78378e99b452bd11c236f51d45.25.3'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,4378.0,4534.0,4437.0,4468.0
1565644154.fcc2bb78378e99b452bd11c236f51d45.25.5,1,2,Terrence,answer,Planets,,5.0,the planets,['1565644154.fcc2bb78378e99b452bd11c236f51d45.25.0'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,4378.0,4534.0,4448.0,4459.0
1565644154.fcc2bb78378e99b452bd11c236f51d45.25.6,1,2,Terrence,question,What size are the planets normally?,what,1.0,bigger than my thumb,,1565644154.fcc2bb78378e99b452bd11c236f51d45.25.7,,,,1.4389880952380951,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,4378.0,4534.0,4512.0,4532.0
1565644154.fcc2bb78378e99b452bd11c236f51d45.25.7,1,3,Terrence,non-answer,,,1.0,,['1565644154.fcc2bb78378e99b452bd11c236f51d45.25.6'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,4534.0,4728.0,,
1565644154.fcc2bb78378e99b452bd11c236f51d45.25.9,1,3,Terrence,question,What is the size of the starshade?,what,2.0,starshade is about the size of half a football field,,1565644154.fcc2bb78378e99b452bd11c236f51d45.25.10,,,,0.9357142857142856,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,4534.0,4728.0,4539.0,4591.0
1565644154.fcc2bb78378e99b452bd11c236f51d45.25.10,1,4,Terrence,non-answer,,,2.0,,['1565644154.fcc2bb78378e99b452bd11c236f51d45.25.9'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,4728.0,4910.0,,
1565644154.fcc2bb78378e99b452bd11c236f51d45.25.11,1,4,Terrence,non-answer,,,1.0,,['1565644154.fcc2bb78378e99b452bd11c236f51d45.25.6'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,4728.0,4910.0,,
1565644154.fcc2bb78378e99b452bd11c236f51d45.25.12,1,4,Terrence,question,Where does it go after the hub?,where,4.0,It starts wrapped around a hub,,1565644154.fcc2bb78378e99b452bd11c236f51d45.25.13,,,,1.3214285714285716,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,4728.0,4910.0,4878.0,4908.0
1565644154.fcc2bb78378e99b452bd11c236f51d45.25.13,1,5,Terrence,answer,Separates from the telescope,,4.0,separates from the telescope,['1565644154.fcc2bb78378e99b452bd11c236f51d45.25.12'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,4910.0,5004.0,4913.0,4941.0
1565644154.fcc2bb78378e99b452bd11c236f51d45.25.14,1,5,Terrence,non-answer,,,2.0,,['1565644154.fcc2bb78378e99b452bd11c236f51d45.25.9'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,4910.0,5004.0,,
1565644154.fcc2bb78378e99b452bd11c236f51d45.25.15,1,5,Terrence,question,Where does the telescope turn?,where,3.0,telescope turns around,,1565644154.fcc2bb78378e99b452bd11c236f51d45.25.16,,,,1.0756944444444445,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,4910.0,5004.0,4980.0,5002.0
1565644154.fcc2bb78378e99b452bd11c236f51d45.25.16,1,6,Terrence,answer,Telescope goes 50k kilometers away,,3.0,"50,000 kilometers away from the telescope",['1565644154.fcc2bb78378e99b452bd11c236f51d45.25.15'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,5004.0,5172.0,5045.0,5086.0
1565644154.fcc2bb78378e99b452bd11c236f51d45.25.18,1,6,Terrence,question,What do you do with the shadow?,what,1.0,creates a wonderful shadow,,1565644154.fcc2bb78378e99b452bd11c236f51d45.25.19,,,,0.6130952380952381,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,5004.0,5172.0,5144.0,5170.0
1565644154.fcc2bb78378e99b452bd11c236f51d45.25.19,1,7,Terrence,non-answer,,,1.0,,['1565644154.fcc2bb78378e99b452bd11c236f51d45.25.18'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,5172.0,5234.0,,
1565644154.fcc2bb78378e99b452bd11c236f51d45.25.21,1,0,Terrence,evaluation,,,,,,,3.0,3.0,Constantly going back and forth between what the shadow is for but not elaborating on its importance,,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,3974.0,5172.0,,
1565644154.fcc2bb78378e99b452bd11c236f51d45.50.0,2,0,Terrence,question,What is the relevance of all these categories?,what,4.0,I told you this is the really juicy stuff,,1565644154.fcc2bb78378e99b452bd11c236f51d45.50.1,,,,1.4330357142857142,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,2002.0,2415.0,2372.0,2413.0
1565644154.fcc2bb78378e99b452bd11c236f51d45.50.1,2,1,Terrence,answer,ESG is the measure of sustainability,,4.0,ESG is the measure of sustainability,['1565644154.fcc2bb78378e99b452bd11c236f51d45.50.0'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,2415.0,2730.0,2419.0,2455.0
1565644154.fcc2bb78378e99b452bd11c236f51d45.50.3,2,1,Terrence,question,How is ESG used?,how,3.0,sustainable investing incorporates ESG,,1565644154.fcc2bb78378e99b452bd11c236f51d45.50.4,,,,0.9642857142857142,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,2415.0,2730.0,2461.0,2499.0
1565644154.fcc2bb78378e99b452bd11c236f51d45.50.4,2,2,Terrence,answer,Investors use ESG to determine financial matters,,3.0,sustainability matters financially today,['1565644154.fcc2bb78378e99b452bd11c236f51d45.50.3'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,2730.0,2907.0,2736.0,2776.0
1565644154.fcc2bb78378e99b452bd11c236f51d45.50.6,2,2,Terrence,question,How do CEOs factor in sustainability?,how,5.0,most CEOs are,,1565644154.fcc2bb78378e99b452bd11c236f51d45.50.7,,,,1.66875,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,2730.0,2907.0,2892.0,2905.0
1565644154.fcc2bb78378e99b452bd11c236f51d45.50.7,2,3,Terrence,answer,Sustainability leads to innovation and competitive edges,,5.0,CEOs see sustainability as the root to growth,['1565644154.fcc2bb78378e99b452bd11c236f51d45.50.6'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,2907.0,3142.0,3024.0,3069.0
1565644154.fcc2bb78378e99b452bd11c236f51d45.50.9,2,3,Terrence,question,How does sustainability result in success?,how,3.0,sustainability not just as important but crucial to business success,,1565644154.fcc2bb78378e99b452bd11c236f51d45.50.14,,,,1.0238095238095235,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,2907.0,3142.0,2927.0,2995.0
1565644154.fcc2bb78378e99b452bd11c236f51d45.50.10,2,4,Terrence,non-answer,,,2.0,,['1565644154.fcc2bb78378e99b452bd11c236f51d45.50.9'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,3142.0,3261.0,,
1565644154.fcc2bb78378e99b452bd11c236f51d45.50.12,2,4,Terrence,question,How do CEOs view ESGs?,how,3.0,93 percent see ESG as the future,,1565644154.fcc2bb78378e99b452bd11c236f51d45.50.13,,,,0.9330357142857144,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,3142.0,3261.0,3146.0,3178.0
1565644154.fcc2bb78378e99b452bd11c236f51d45.50.13,2,5,Terrence,answer,CEOs are using ESG for leverage,,3.0,tremendous opportunity in sustainability,['1565644154.fcc2bb78378e99b452bd11c236f51d45.50.12'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,3261.0,3388.0,3269.0,3309.0
1565644154.fcc2bb78378e99b452bd11c236f51d45.50.14,2,5,Terrence,answer,They are leveraging ESGs,,3.0,companies actually leveraging ESG to drive hard business results?,['1565644154.fcc2bb78378e99b452bd11c236f51d45.50.9'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,3261.0,3388.0,3322.0,3387.0
1565644154.fcc2bb78378e99b452bd11c236f51d45.50.15,2,5,Terrence,question,How are companies using ESGs?,how,2.0,companies actually leveraging ESG,,1565644154.fcc2bb78378e99b452bd11c236f51d45.50.16,,,,2.125,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,3261.0,3388.0,3322.0,3355.0
1565644154.fcc2bb78378e99b452bd11c236f51d45.50.16,2,6,Terrence,non-answer,,,2.0,,['1565644154.fcc2bb78378e99b452bd11c236f51d45.50.15'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,3388.0,3532.0,,
1565644154.fcc2bb78378e99b452bd11c236f51d45.50.18,2,6,Terrence,question,What do the applications have to do with anything?,what,3.0,migrated 54 applications to the cloud environment,,1565644154.fcc2bb78378e99b452bd11c236f51d45.50.19,,,,0.7797619047619048,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,3388.0,3532.0,3454.0,3503.0
1565644154.fcc2bb78378e99b452bd11c236f51d45.50.19,2,7,Terrence,answer,More mobile workplace and lower real estate footprint,,3.0,initiatives create a more mobile workplace,['1565644154.fcc2bb78378e99b452bd11c236f51d45.50.18'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,3532.0,3800.0,3639.0,3681.0
1565644154.fcc2bb78378e99b452bd11c236f51d45.50.20,2,7,Terrence,non-answer,,,1.0,,['1565644154.fcc2bb78378e99b452bd11c236f51d45.50.15'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,3532.0,3800.0,,
1565644154.fcc2bb78378e99b452bd11c236f51d45.50.21,2,0,Terrence,evaluation,,,,,,,4.0,3.0,Talks about ESGs and their relevance suddenly stops and they start talking about other initiatives,,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,2002.0,3532.0,,
1565644154.fcc2bb78378e99b452bd11c236f51d45.147.0,3,0,Terrence,question,What do you know?,what,3.0,I think on some gut level we do know this,,1565644154.fcc2bb78378e99b452bd11c236f51d45.147.1,,,,0.4940476190476191,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,7733.0,8014.0,7971.0,8012.0
1565644154.fcc2bb78378e99b452bd11c236f51d45.147.1,3,1,Terrence,answer,We thrive when we focus on our successful products,,3.0,we thrive when we stay at our own leading edge,['1565644154.fcc2bb78378e99b452bd11c236f51d45.147.0'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,8014.0,8255.0,8027.0,8073.0
1565644154.fcc2bb78378e99b452bd11c236f51d45.147.3,3,1,Terrence,question,What do the Navajo have to do with anything?,what,4.0,Navajo culture,,1565644154.fcc2bb78378e99b452bd11c236f51d45.147.4,,,,1.0,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,8014.0,8255.0,8149.0,8163.0
1565644154.fcc2bb78378e99b452bd11c236f51d45.147.4,3,2,Terrence,answer,Gives companies a way out but also a reason to keep working,,4.0,to give the weaver or maker a way out,['1565644154.fcc2bb78378e99b452bd11c236f51d45.147.3'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,8255.0,8404.0,8322.0,8359.0
1565644154.fcc2bb78378e99b452bd11c236f51d45.147.6,3,2,Terrence,question,What else does it do?,what,2.0,a reason to continue making work,,1565644154.fcc2bb78378e99b452bd11c236f51d45.147.7,,,,0.65625,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,8255.0,8404.0,8370.0,8402.0
1565644154.fcc2bb78378e99b452bd11c236f51d45.147.7,3,3,Terrence,non-answer,,,2.0,,['1565644154.fcc2bb78378e99b452bd11c236f51d45.147.6'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,8404.0,8479.0,,
1565644154.fcc2bb78378e99b452bd11c236f51d45.147.9,3,3,Terrence,question,Why are masters experts?,why,4.0,they take a subject to its conceptual end,,1565644154.fcc2bb78378e99b452bd11c236f51d45.147.10,,,,1.7157738095238095,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,8404.0,8479.0,8436.0,8477.0
1565644154.fcc2bb78378e99b452bd11c236f51d45.147.10,3,4,Terrence,answer,Masters are experts because they realize there is no end,,4.0,realize that there isn't one,['1565644154.fcc2bb78378e99b452bd11c236f51d45.147.9'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,8479.0,8538.0,8508.0,8536.0
1565644154.fcc2bb78378e99b452bd11c236f51d45.147.11,3,4,Terrence,non-answer,,,1.0,,['1565644154.fcc2bb78378e99b452bd11c236f51d45.147.6'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,8479.0,8538.0,,
1565644154.fcc2bb78378e99b452bd11c236f51d45.147.12,3,4,Terrence,question,What comes afterward?,what,1.0,there isn't one,,1565644154.fcc2bb78378e99b452bd11c236f51d45.147.13,,,,0.988095238095238,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,8479.0,8538.0,8521.0,8536.0
1565644154.fcc2bb78378e99b452bd11c236f51d45.147.13,3,5,Terrence,non-answer,,,1.0,,['1565644154.fcc2bb78378e99b452bd11c236f51d45.147.12'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,8538.0,8749.0,,
1565644154.fcc2bb78378e99b452bd11c236f51d45.147.15,3,5,Terrence,question,What does this story have to do with anything?,what,3.0,never feel they can do enough for their team,,1565644154.fcc2bb78378e99b452bd11c236f51d45.147.20,,,,0.8616071428571428,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,8538.0,8749.0,8703.0,8747.0
1565644154.fcc2bb78378e99b452bd11c236f51d45.147.16,3,6,Terrence,non-answer,,,1.0,,['1565644154.fcc2bb78378e99b452bd11c236f51d45.147.15'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,8749.0,9040.0,,
1565644154.fcc2bb78378e99b452bd11c236f51d45.147.17,3,6,Terrence,non-answer,,,1.0,,['1565644154.fcc2bb78378e99b452bd11c236f51d45.147.12'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,8749.0,9040.0,,
1565644154.fcc2bb78378e99b452bd11c236f51d45.147.18,3,6,Terrence,question,What does this story have to do with anything?,what,3.0,remind me that he knew he was giving himself over,,1565644154.fcc2bb78378e99b452bd11c236f51d45.147.19,,,,0.6011904761904762,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,8749.0,9040.0,8974.0,9023.0
1565644154.fcc2bb78378e99b452bd11c236f51d45.147.19,3,7,Terrence,answer,You must continue to build yourself,,3.0,We build out of the unfinished idea,['1565644154.fcc2bb78378e99b452bd11c236f51d45.147.18'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,9040.0,9158.0,9083.0,9118.0
1565644154.fcc2bb78378e99b452bd11c236f51d45.147.20,3,7,Terrence,answer,You keep building off ideas,,3.0,We build out of the unfinished idea,['1565644154.fcc2bb78378e99b452bd11c236f51d45.147.15'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,9040.0,9158.0,9083.0,9118.0
1565644154.fcc2bb78378e99b452bd11c236f51d45.147.21,3,0,Terrence,evaluation,,,,,,,3.0,3.0,,,Ted-MDB-Annotations/English/raw/01/talk_1978_en.txt,7733.0,9040.0,,
1565645158.b134e987bc359b55a4d3e46f415ca6f1.20.0,1,0,Sherrell,question,Are the stars bright?,aux,2.0,beaming image of the star,,1565645158.b134e987bc359b55a4d3e46f415ca6f1.20.5,,,,0.3619047619047617,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,1689.0,2070.0,1993.0,2018.0
1565645158.b134e987bc359b55a4d3e46f415ca6f1.20.1,1,1,Sherrell,non-answer,,,1.0,,['1565645158.b134e987bc359b55a4d3e46f415ca6f1.20.0'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,2070.0,2141.0,,
1565645158.b134e987bc359b55a4d3e46f415ca6f1.20.3,1,1,Sherrell,question,When will we see the red circle?,when,3.0,little red circle,,1565645158.b134e987bc359b55a4d3e46f415ca6f1.20.4,,,,1.2666666666666666,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,2070.0,2141.0,2094.0,2111.0
1565645158.b134e987bc359b55a4d3e46f415ca6f1.20.4,1,2,Sherrell,answer,that the light is defracting from the star,,3.0,The light from the star is diffracting,['1565645158.b134e987bc359b55a4d3e46f415ca6f1.20.3'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,2141.0,2203.0,2163.0,2201.0
1565645158.b134e987bc359b55a4d3e46f415ca6f1.20.5,1,2,Sherrell,non-answer,,,2.0,,['1565645158.b134e987bc359b55a4d3e46f415ca6f1.20.0'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,2141.0,2203.0,,
1565645158.b134e987bc359b55a4d3e46f415ca6f1.20.6,1,2,Sherrell,question,how far is the light?,how,3.0,light from the star,,1565645158.b134e987bc359b55a4d3e46f415ca6f1.20.7,,,,1.0190476190476192,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,2141.0,2203.0,2167.0,2186.0
1565645158.b134e987bc359b55a4d3e46f415ca6f1.20.7,1,3,Sherrell,answer,very bright images wash out the planet,,3.0,very bright image that washes out the,['1565645158.b134e987bc359b55a4d3e46f415ca6f1.20.6'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,2203.0,2372.0,2255.0,2292.0
1565645158.b134e987bc359b55a4d3e46f415ca6f1.20.9,1,3,Sherrell,question,How do we fix the bright light?,how,4.0,something about all of that light,,1565645158.b134e987bc359b55a4d3e46f415ca6f1.20.10,,,,2.347619047619048,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,2203.0,2372.0,2337.0,2370.0
1565645158.b134e987bc359b55a4d3e46f415ca6f1.20.10,1,4,Sherrell,answer,they are working on something cool,,4.0,working on really amazing technologies,['1565645158.b134e987bc359b55a4d3e46f415ca6f1.20.9'],,,,,,Ted-MDB-Annotations/English/raw/01/talk_1976_en.txt,2372.0,2544.0,2425.0,2463.0
